particle_id;x_coordinate;y_coordinate;angle
1;4.657742743810083;1.91405107014604;256.77067472912233
2;3.307027985759758;0.5026162434019038;207.46864894519408
3;0.7283561156057877;2.005132780850678;304.1208309588381
4;1.7133369764322408;1.7529867129495584;143.9655858766648
5;4.48795670160233;2.0769829980812826;243.84696966510063
6;4.608667688402121;1.0721399716063984;348.6338916841352
7;0.04022345568025498;0.014534580821709553;26.91778478219575
8;0.0895101872281917;0.6952171870312301;64.66818377135425
9;0.6966864311781434;2.5331158780192657;256.5366405195693
10;4.142032602319671;2.4204913265002066;137.8476848974584
11;4.106154469840753;3.906586176268073;334.7782015043166
12;2.4958624210345866;1.3486074441967228;92.36570385420998
13;4.535254553116209;4.294670445848605;168.8883675126198
14;2.4775620523818946;1.3448370261174385;76.34926096332049
15;1.5349033452806415;0.47339046898295045;322.5132715721304
16;2.760876879955201;4.226042500562489;261.69589695625433
17;0.4189351079141884;3.6554509744951895;241.69354740066504
18;1.5199543811452676;3.101160941080666;39.15533529007582
19;1.1111246892283155;4.215116278994663;287.50045111150337
20;0.00561700877565241;4.922448787507255;176.45196626727716
21;1.143953369092704;2.8349798716012926;237.53873451506544
22;1.0947878422293744;4.783795261845759;80.81965552273493
23;4.744789894626106;1.896768040114204;262.872242986973
24;3.6691484653334254;3.371316729303528;6.255958482143944
25;1.6863022857487282;3.889269062750068;334.61132812498346
26;4.269000350052934;0.608911796075669;174.57587568929247
27;2.4344433828229923;1.606638429843204;249.9516551580502
28;4.1569217262165274;1.2350849585501933;129.57758675483112
29;0.962569380426247;4.800516761816661;129.62010046765772
30;2.910451023845031;1.6116009252193848;264.3539378007475
31;2.883816914872168;3.1006071925591443;115.62675410430685
32;3.0793270971536586;2.6777987996190697;218.37510942443905
33;4.490084737111687;4.812662166018732;301.6779031390561
34;4.2368688277104285;0.41703135588700424;346.94717364175193
35;4.29191856209093;1.636382432649575;130.37867956147372
36;3.56136922713997;2.127005691492675;28.438651099754324
37;2.259739360765067;1.4618010908419548;192.98667945259092
38;3.471162397414807;3.7826866726857897;158.63519128888873
39;4.571508593929802;2.2651298884315714;119.60816838802788
40;3.7598710033913423;1.4139579187977618;46.591263890870145
41;3.842461510814028;0.8117445594314154;94.68414672336081
42;0.537606531401954;2.6109551165626805;102.32350597232524
43;0.7322008797315582;2.8936128033235864;96.73022705526044
44;4.395422894225719;3.9672633768616916;106.70607524675827
45;1.4634134761332318;2.8594179771070354;24.207107010049334
46;2.7130584706816494;3.163393589938573;66.32180437929141
47;2.2290179523435967;3.8098910974453197;181.9384565311707
48;2.7304469002191034;3.122156043052401;157.42005765580666
49;1.7756248450838918;1.5426966110230826;144.58860253795376
50;2.274534657772117;1.9690948599663955;43.77105156227495
51;4.144377996237248;4.551039065256214;336.08659091130664
52;3.0519295967703366;2.6389351994709456;28.998546810901203
53;3.230254888199174;2.1604683693674795;36.81474808993728
54;2.4927075667024194;2.542539664262578;146.64815280145802
55;3.378944377215615;4.841721810510777;41.79503975056347
56;2.218627988676119;3.07126761966684;23.569824588824872
57;1.3013309196955514;0.8935976527027778;63.76374997611475
58;3.235676035504561;3.259288897560281;66.47147006637152
59;1.3948648757754778;3.6659817731621036;112.51734118263434
60;2.67058999346171;0.23978850861245404;332.86877275447955
61;2.6393690393708806;1.5863488563110761;98.2761070800652
62;4.252309334219866;4.447463766274163;25.235085083966244
63;1.7837685077538739;4.803823089146032;139.39959382643895
64;2.808969416822373;0.31362705058626095;9.655617801481116
65;1.9283065470142668;0.0393051698068958;273.45226835862996
66;4.15769382727655;1.5058940299006434;81.15511744090917
67;2.4935209570663917;4.87534540347174;91.1883194866225
68;3.0708255211280457;1.4331428371483153;65.409186022128
69;0.7190951596783401;4.167872279770803;262.77370966097806
70;3.2939651734497466;2.375008301312965;171.29191291021823
71;1.6843587580225554;3.781665400622462;4.6098479435967565
72;2.391668202730682;2.1547970620642625;107.10393616715217
73;3.5339230051142856;4.971869007025001;7.244671565904461
74;4.612307092134184;1.3914647739864217;136.23362352188065
75;1.174530186049847;0.8242333161838822;96.52295717565642
76;4.886722050612731;4.417946250729401;141.0976231820663
77;3.290116549147872;1.3318614431373081;88.57859821977955
78;3.7935200813223275;1.6213223631503721;132.42687994469043
79;0.14143546908264082;4.914620515480183;99.73832321368738
80;3.014918245338559;3.3620759694683016;288.17201562453187
81;1.78957650880387;4.694108053144291;143.3971705686754
