particle_id;x_coordinate;y_coordinate;particle_radius
1;14.092987484618904;2.0380635253824453;0.25
2;4.372243478337634;8.978010590876417;0.25
3;15.52240230581699;11.530455492071995;0.25
4;11.507098317187413;11.768146789738987;0.25
5;6.554125388718219;14.011159397083466;0.25
6;4.244676985777391;12.975803790232039;0.25
7;3.797112917007417;8.321428248319961;0.25
8;10.1658515466144;16.921838159874284;0.25
9;13.977025161711268;12.177943708415102;0.25
10;0.614557037243757;14.448116562331235;0.25
11;18.72192273684876;15.41219463439711;0.25
12;16.535015799927052;8.979395173945626;0.25
13;7.692617962351786;12.623699425182927;0.25
14;8.347958536206328;19.433417660754614;0.25
15;4.4489929977786025;14.058066535815264;0.25
16;12.680898206442354;17.340676257575307;0.25
17;18.005607089612717;11.512723625801298;0.25
18;13.725759552235658;3.618252963938513;0.25
19;8.684318662464289;8.126366520621431;0.25
20;18.02392157924593;17.402593479341665;0.25
21;7.18043167490676;1.9697538937391568;0.25
22;13.71112467699491;2.3739118781379975;0.25
23;18.844014825413883;15.795731073818137;0.25
24;1.1238831238975067;4.966463607250164;0.25
25;14.050134813117563;16.48550417664325;0.25
26;4.220794323256147;12.104092579270528;0.25
27;13.41254858347405;1.1325340113861326;0.25
28;4.805549491621674;15.056015742244861;0.25
29;9.833413583844454;18.735835365469445;0.25
30;3.7847994247891537;13.6691075089749;0.25
31;15.955142478425163;17.65385304333011;0.25
32;5.848846130276497;12.243223382562993;0.25
33;0.19771656773288626;15.640831542874547;0.25
34;19.5326200574319;16.09632707301869;0.25
35;4.787328164569149;13.509642935698391;0.25
36;6.666569750627014;5.994464717242945;0.25
37;9.447782900158392;1.2051263212578256;0.25
38;11.335350447860659;19.912849116614865;0.25
39;10.589431564209802;0.8998220692199999;0.25
40;7.304553833799703;7.367368299074039;0.25
41;17.419372042771087;9.197945917404237;0.25
42;9.942991484700432;17.103650022921016;0.25
43;1.5494165045884012;9.298611723596848;0.25
44;17.560245636799475;3.91456609347985;0.25
45;1.2877183940907888;9.143850509411411;0.25
46;3.6698221267805065;17.960952141442245;0.25
47;3.834892471421345;6.3432170301801705;0.25
48;16.052333331626482;19.42849057308117;0.25
49;10.526801601682763;3.3372535005398563;0.25
50;9.616441455977187;4.062683177219084;0.25
51;16.522400103258978;19.531348808022297;0.25
52;15.249242935790544;17.26493773215748;0.25
53;16.61307206579931;13.486658573692619;0.25
54;7.666137912165388;8.861505346718383;0.25
55;14.636533418581546;11.899021607536167;0.25
56;10.59985127121529;6.8082380132104925;0.25
57;2.6577092166705785;11.741075873020668;0.25
58;15.52583924851514;11.061445417538163;0.25
59;11.836688204221561;19.713668896015214;0.25
60;1.7935808314921342;14.82774107244077;0.25
61;16.85465813831676;19.589626145501168;0.25
62;19.028927258278387;15.522333102400363;0.25
63;2.038833182602613;10.87268623686443;0.25
64;5.470315310959004;9.605681074676529;0.25
65;15.638767576973066;13.728666520910997;0.25
66;8.66184427140896;3.5225283961975884;0.25
67;19.836410843766373;1.5190558193515158;0.25
68;12.045388450833395;4.414627168995995;0.25
69;13.174738141807802;14.312161073929065;0.25
70;19.346573224959624;5.320605756988302;0.25
71;13.502781671539154;9.442742684028836;0.25
72;5.784946156085731;1.5025979117898136;0.25
73;9.521209095385231;18.154873521418487;0.25
74;3.9035088420712083;17.43176381200605;0.25
75;15.982272503068431;14.320489576321439;0.25
76;10.165951687891281;9.051355260518486;0.25
77;3.2926160265421434;17.460298997942697;0.25
78;17.668167122575174;11.865618788253435;0.25
79;17.10016692026138;4.027698524986397;0.25
80;2.9630155789156465;1.1197367214988452;0.25
81;11.564139021059399;18.507749235644408;0.25
82;9.795327974645488;9.394506687376385;0.25
83;17.720647603519033;12.224170152938969;0.25
84;1.9280645708568267;13.843206977937271;0.25
85;17.178513136031246;1.1454118942462332;0.25
86;2.6374294665448206;16.32487217438377;0.25
87;16.841565544446716;2.5589326174166227;0.25
88;2.6187930240554746;9.989304477785142;0.25
89;8.230051295077054;3.9713865086546707;0.25
90;11.339002111807122;10.555018871576484;0.25
91;10.980712153263783;18.652023140760225;0.25
92;19.69917833761088;1.1910282823434715;0.25
93;11.273838021992495;5.338728682820541;0.25
94;5.654578409614324;3.0497079059338694;0.25
95;19.692206366609298;3.537843283937645;0.25
96;17.588388602300505;18.62590465154947;0.25
97;12.409140501093873;12.722935788777452;0.25
98;2.367643613117556;9.961979112126482;0.25
99;10.02206964950157;3.1070904666589083;0.25
100;11.47804640814629;17.05578811054043;0.25
