particle_id;x_coordinate;y_coordinate;particle_radius
1;16.14683970079342;7.762995777038666;0.25
2;19.982934110139862;7.3244808954228535;0.25
3;2.1289579576885598;5.5273405071543635;0.25
4;9.932532290319564;12.118743024151994;0.25
5;17.896691897667516;9.850504712437697;0.25
6;1.2979233852359973;13.87504322071825;0.25
7;11.544168080876267;6.36457851113968;0.25
8;9.109844939109033;3.21585173395851;0.25
9;13.028034686092338;17.539591482112304;0.25
10;18.050497257489788;4.841349788432609;0.25
11;11.540488222486815;0.7627516468150008;0.25
12;0.5632130303844951;8.449399575371972;0.25
13;1.5548413762648217;6.058761273621263;0.25
14;6.468136183048225;5.573624992897006;0.25
15;4.887270359940212;19.503183075087225;0.25
16;7.547824959233969;7.895693228378022;0.25
17;9.903735554530222;9.253082379367514;0.25
18;10.486209312828795;16.00614434248858;0.25
19;9.529848299253562;19.171797591081596;0.25
20;6.655093585164236;14.097340356459156;0.25
21;10.717459170804286;6.131095362704362;0.25
22;8.011487402438606;3.679419278841538;0.25
23;8.602295544152845;9.034339840088672;0.25
24;7.787672861857924;19.640458724271067;0.25
25;15.427559496449135;2.7667906641124973;0.25
26;4.092427189584395;11.499418206190752;0.25
27;1.4505673675810349;11.5815260150508;0.25
28;1.8215380542497828;7.441851290585005;0.25
29;4.579515974372517;1.8245793414678668;0.25
30;17.515363715798458;17.86166245129103;0.25
31;18.147382994391887;10.637456877154893;0.25
32;8.88285880629674;0.9308014931674546;0.25
33;18.5109849808524;9.264241878131845;0.25
34;1.1694136121317666;19.276478292526857;0.25
35;0.9803759999117401;8.946291808231946;0.25
36;9.126084961966805;2.410680101580862;0.25
37;1.9728696571484217;12.380223664942285;0.25
38;6.175057172265907;3.933523241847001;0.25
39;16.015359487615267;7.275470938218955;0.25
40;10.83989833444149;5.63303326628775;0.25
41;17.70544821691486;6.090070854523654;0.25
42;11.034584995149553;14.567062073450385;0.25
43;18.89693484243783;0.007645898328692002;0.25
44;1.0938439049582027;4.854501695340508;0.25
45;5.795331347263359;3.2534067170556757;0.25
46;16.175898361737676;15.754885326433953;0.25
47;15.168387792600216;1.3170440540125594;0.25
48;17.27635291177448;8.125274253134286;0.25
49;12.250227857352993;7.358302788011772;0.25
50;0.16955544911246623;16.66843208092329;0.25
51;9.823224089142917;5.6880493563235035;0.25
52;4.99988272319044;10.868379859268337;0.25
53;9.25357512503112;3.3104226680448767;0.25
54;9.042534992930772;10.182179908753087;0.25
55;6.470536292387625;19.036111174985862;0.25
56;2.400084351856837;1.2039857615412575;0.25
57;16.52868391181248;12.612656579616655;0.25
58;1.771937918591835;3.285233250345714;0.25
59;14.38989776192565;5.769149670162008;0.25
60;15.435299255533579;5.087689040833583;0.25
61;4.442333584916067;1.4057160114846434;0.25
62;0.29253958538594915;0.3580268998477232;0.25
63;14.226213080831656;7.052945411047016;0.25
64;4.8320630401634235;5.471391063717224;0.25
65;16.784968623831315;19.012546509227658;0.25
66;1.8523321477147592;19.54058138052483;0.25
67;7.823787389556043;17.91439066957596;0.25
68;16.203756398151402;19.192662981914395;0.25
69;9.714761245875883;5.575754932781787;0.25
70;3.5060213749197056;9.115094844835848;0.25
71;4.240127474592221;15.492977272844815;0.25
72;0.2354596009683818;4.156747458921528;0.25
73;6.106764006565612;5.1614019876068395;0.25
74;9.518656704625057;10.203043993544508;0.25
75;11.784913529501654;6.307330356400831;0.25
76;18.57674923961754;11.027344645574148;0.25
77;16.986352162926302;11.86551774751466;0.25
78;13.574201000320913;16.299666574244842;0.25
79;0.8568668712117944;5.657222215451561;0.25
80;15.567455292393532;19.827636745144186;0.25
81;16.172935395474976;6.404275322640367;0.25
82;3.235083082401562;16.770766235076625;0.25
83;13.212565963473699;19.688098580039146;0.25
84;14.977385832668258;8.805291303338878;0.25
85;19.29683095224545;10.360896034190139;0.25
86;5.986872036444961;5.371613416502845;0.25
87;15.492980775900511;19.60532336490366;0.25
88;18.980357397664;18.691962230296397;0.25
89;19.636578602499196;19.243016835671774;0.25
90;19.34934516807476;1.8940184425214301;0.25
91;5.357737016849913;7.5602490642261415;0.25
92;16.03376814806193;6.267752672092923;0.25
93;19.398201002898908;16.535424172337876;0.25
94;6.947151042617506;4.690899655574043;0.25
95;14.310876841448474;13.209044993943786;0.25
96;19.58177232284084;7.672606597055298;0.25
97;14.845742095225438;19.765827741792897;0.25
98;16.52315817847311;9.582698626582427;0.25
99;18.3884042136578;2.8939601162464412;0.25
100;14.173860557274494;12.83835595418504;0.25
101;10.946276572914854;12.618234505285058;0.25
102;0.6432924992095446;8.279466665737758;0.25
103;4.479364215383164;14.745378886163898;0.25
104;7.357471799928552;7.258825687960568;0.25
105;4.571675980366797;3.5781686949996283;0.25
106;19.619756565688604;8.540273818539827;0.25
107;4.952434591587467;7.117512587439856;0.25
108;10.066548848714357;10.706393099611182;0.25
109;13.034640567094955;17.493570893013064;0.25
110;12.499498173008545;16.159114665243287;0.25
111;5.18125135886703;5.495213177732898;0.25
112;9.755798034991601;7.600210817702604;0.25
113;10.654176226356949;9.338259989206088;0.25
114;5.424876835699372;12.905690968664107;0.25
115;9.871183028656452;2.3517360034498047;0.25
116;8.519110520260933;13.858468553982672;0.25
117;8.681603115753715;2.2220821940477853;0.25
118;7.387212308458004;0.9289951677737895;0.25
119;15.656003920492633;14.50463497614545;0.25
120;15.571045580844167;18.90519883370683;0.25
121;6.031293586857361;15.530717983640175;0.25
122;8.274692368240403;16.89653521998159;0.25
123;7.313831108503148;0.3791920342960209;0.25
124;1.6690653638698438;18.571838528388568;0.25
125;5.947479766190796;16.0550074265963;0.25
126;13.4425386173951;2.0925235667286635;0.25
127;3.281071242725706;5.432728366610428;0.25
128;9.166933979681327;9.872361395913122;0.25
129;16.159190510134874;15.330358809100703;0.25
130;17.627658298064052;17.918967974882882;0.25
131;17.950678646646157;3.9633647756020607;0.25
132;7.308428034167123;15.664818292154747;0.25
133;8.210513665417501;12.017446716554279;0.25
134;10.838206737955252;13.132484908290431;0.25
135;2.510801256360329;6.135522950855831;0.25
136;11.091300127486223;9.737845299844853;0.25
137;0.5491456695393948;12.300319554497074;0.25
138;13.51578535143908;4.819696774745927;0.25
139;14.24149182772596;11.92911001441355;0.25
140;0.12532661589012006;18.47126235701171;0.25
141;14.163920701345308;5.476558218540268;0.25
142;9.13893065578488;6.0617033188721;0.25
143;1.5240448885698266;2.848197876562999;0.25
144;17.395939391097446;3.944133709772264;0.25
145;6.549905578748358;15.578685339159762;0.25
146;4.840148543703995;17.95506290668967;0.25
147;14.841747838938437;11.478562475973842;0.25
148;7.574021766850823;2.7866440252265434;0.25
149;15.780996771237426;10.901264539572754;0.25
150;10.50631417984751;16.08543618542434;0.25
151;6.8953987480717105;17.468872897080637;0.25
152;10.815121077362562;1.2594740798919757;0.25
153;2.143009093373116;10.23196277592514;0.25
154;2.081455670711718;12.098646051309302;0.25
155;8.215681371527879;9.291381280584439;0.25
156;6.144836453612886;1.9577001310505215;0.25
157;1.009305257506572;8.226354060224246;0.25
158;13.862239554716567;2.668293367424961;0.25
159;12.084750877363446;19.05788840766827;0.25
160;5.215854665572812;17.413308176785108;0.25
161;8.882489775025885;3.3561278008607687;0.25
162;10.853197313705374;6.491001721189608;0.25
163;5.7325231788144055;14.662394473189872;0.25
164;0.41505716266343917;6.322218538223014;0.25
165;16.00532664946707;17.090518013527248;0.25
166;3.3968017044900067;3.093662551782026;0.25
167;18.950106278631807;15.572896514856806;0.25
168;3.536088175591372;10.222189731950396;0.25
169;3.9642955240719857;1.9248941833359212;0.25
170;9.866637100546328;8.488290216524748;0.25
171;10.10452346967222;10.69522892017753;0.25
172;12.908255637490672;6.573758904475964;0.25
173;2.343063381313779;10.121556616682646;0.25
174;7.954011481765941;9.03299553377745;0.25
175;8.066991105772791;13.063458533863855;0.25
176;10.290830049658325;5.589435298012075;0.25
177;11.929748868491249;7.291196340338781;0.25
178;3.6072962816453513;2.602757586109714;0.25
179;13.31852525411907;5.12099302337263;0.25
180;10.161661162877628;1.0911413081721988;0.25
181;8.565742667235716;16.8195037965711;0.25
182;3.5305275600396957;1.8485713374299895;0.25
183;16.54487804676907;2.2065132118366226;0.25
184;16.839042858512975;17.816170339320124;0.25
185;16.919713884360295;12.022605778085405;0.25
186;1.8898253639949725;1.6344659247558568;0.25
187;15.565739689820731;12.438083443413017;0.25
188;7.1981905630880805;18.672116109071283;0.25
189;14.40143385214501;14.544631347957766;0.25
190;11.702791502423702;4.9791332204013745;0.25
191;0.03322158418243015;9.825757236035116;0.25
192;10.593318616159312;4.5650692742062144;0.25
193;10.882175740857159;0.2840222532804004;0.25
194;6.293883302824199;11.501441869554988;0.25
195;1.9815339930873566;4.601042264189865;0.25
196;4.150917948881219;9.910201715522716;0.25
197;6.355183365127399;10.546313901136537;0.25
198;8.836799352312958;11.056272983936106;0.25
199;14.053193973022594;4.9234265349597095;0.25
200;16.568162198105973;4.477170567030974;0.25
201;12.879292320612814;6.63773002578206;0.25
202;18.75177097559257;18.98679720941478;0.25
203;7.470581101909093;10.596331449882943;0.25
204;5.11076882497149;3.1633189792721916;0.25
205;3.489463543965725;10.073544055900163;0.25
206;18.5702678004632;16.908394890594092;0.25
207;10.364062146705201;10.570247973085173;0.25
208;0.7335119025045356;13.165256273596304;0.25
209;3.307643271745304;6.308852282469384;0.25
210;1.2703309405744823;13.91679686862645;0.25
211;5.9302814501931795;13.859827782739846;0.25
212;2.27291265894094;19.342696534021478;0.25
213;12.277089511307683;10.673018142741185;0.25
214;18.694693746180853;3.3138135691640302;0.25
215;18.41713178552945;5.022707866563674;0.25
216;14.466402331776596;16.45759410613723;0.25
217;10.748015664938112;5.942132983070336;0.25
